country_code,country_name,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,date2,CountryName,CountryCode,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal move,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healt,H5_Investment in vaccines,H6_Facial Coverings,H6_Flag,M1_Wildcard,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDispla,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
MY,Malaysia,-4,-3,0,-3,2,2,15/02/2020,Malay,MYS,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,0,,,2,0,19.44,19.44,25,25,22.02,22.02,25.69,25.69,0,0
MY,Malaysia,-6,-4,0,-3,0,2,16/02/2020,Malay,MYS,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,0,,,2,0,19.44,19.44,25,25,22.02,22.02,25.69,25.69,0,0
MY,Malaysia,-5,-3,-4,-6,2,2,17/02/2020,Malay,MYS,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,0,,,2,0,19.44,19.44,25,25,22.02,22.02,25.69,25.69,0,0
MY,Malaysia,-8,-7,-8,-9,2,2,18/02/2020,Malay,MYS,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,0,,,2,0,19.44,19.44,25,25,22.02,22.02,25.69,25.69,0,0
MY,Malaysia,-6,-4,-3,-7,2,2,19/02/2020,Malay,MYS,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,0,,,2,0,19.44,19.44,25,25,22.02,22.02,25.69,25.69,0,0
MY,Malaysia,-2,-4,-2,-5,2,1,20/02/2020,Malay,MYS,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,0,,,2,0,19.44,19.44,25,25,22.02,22.02,25.69,25.69,0,0
MY,Malaysia,-4,-5,-3,-3,5,2,21/02/2020,Malay,MYS,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,0,,,2,0,19.44,19.44,25,25,22.02,22.02,25.69,25.69,0,0
MY,Malaysia,-4,-6,2,-1,2,1,22/02/2020,Malay,MYS,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,0,,,2,0,19.44,19.44,25,25,22.02,22.02,25.69,25.69,0,0
MY,Malaysia,-6,-6,0,-1,0,1,23/02/2020,Malay,MYS,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,0,,,2,0,19.44,19.44,25,25,22.02,22.02,25.69,25.69,0,0
MY,Malaysia,-4,-4,-5,-6,2,2,24/02/2020,Malay,MYS,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,0,,,2,0,19.44,19.44,25,25,22.02,22.02,25.69,25.69,0,0
MY,Malaysia,-4,-4,-4,-8,3,1,25/02/2020,Malay,MYS,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,0,,,2,0,19.44,19.44,25,25,22.02,22.02,25.69,25.69,0,0
MY,Malaysia,-4,-4,-4,-7,3,1,26/02/2020,Malay,MYS,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,0,,,2,0,19.44,19.44,25,25,22.02,22.02,25.69,25.69,0,0
MY,Malaysia,-3,-3,-3,-4,3,1,27/02/2020,Malay,MYS,0,,0,,0,,0,,0,,0,,0,,3,0,,0,6600000000,0,2,1,1,2,35625000,0,0,,,2,0,19.44,19.44,25,25,22.02,22.02,25.69,25.69,0,0
MY,Malaysia,0,-1,-1,0,6,1,28/02/2020,Malay,MYS,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,0,,,2,0,19.44,19.44,25,25,22.02,22.02,25.69,25.69,0,0
MY,Malaysia,3,1,6,3,2,0,29/02/2020,Malay,MYS,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,0,,,2,0,19.44,19.44,25,25,22.02,22.02,25.69,25.69,0,0
MY,Malaysia,0,1,4,4,0,0,01/03/2020,Malay,MYS,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,2,1,,2,0,19.44,19.44,25,25,25.6,25.6,29.86,29.86,0,0
MY,Malaysia,-1,0,-4,-4,2,1,02/03/2020,Malay,MYS,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,2,1,,2,0,19.44,19.44,25,25,25.6,25.6,29.86,29.86,0,0
MY,Malaysia,-3,-2,-7,-8,3,1,03/03/2020,Malay,MYS,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,2,1,,,,19.44,19.44,25,25,25.6,25.6,29.86,29.86,0,0
MY,Malaysia,-2,1,-3,-7,2,2,04/03/2020,Malay,MYS,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,2,1,,3,0,19.44,19.44,25,25,25.6,25.6,29.86,29.86,0,0
MY,Malaysia,-3,-3,-7,-6,2,2,05/03/2020,Malay,MYS,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,2,1,,5,0,19.44,19.44,25,25,25.6,25.6,29.86,29.86,0,0
MY,Malaysia,-2,0,-4,-5,6,1,06/03/2020,Malay,MYS,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,2,1,,5,0,19.44,19.44,25,25,25.6,25.6,29.86,29.86,0,0
MY,Malaysia,-2,1,-2,-4,2,1,07/03/2020,Malay,MYS,0,,0,,1,0,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,2,1,,8,0,22.22,22.22,29.76,29.76,27.38,27.38,31.94,31.94,0,0
MY,Malaysia,-2,1,2,-1,1,1,08/03/2020,Malay,MYS,0,,0,,1,0,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,2,1,,9,0,22.22,22.22,29.76,29.76,27.38,27.38,31.94,31.94,0,0
MY,Malaysia,-3,0,-4,-7,2,1,09/03/2020,Malay,MYS,0,,0,,1,0,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,2,1,,9,0,22.22,22.22,29.76,29.76,27.38,27.38,31.94,31.94,0,0
MY,Malaysia,-5,-2,-7,-10,2,1,10/03/2020,Malay,MYS,0,,0,,1,0,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,2,1,,1,0,22.22,22.22,29.76,29.76,27.38,27.38,31.94,31.94,0,0
MY,Malaysia,-5,-1,-7,-10,2,2,11/03/2020,Malay,MYS,0,,0,,1,0,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,2,1,,1,0,22.22,22.22,29.76,29.76,27.38,27.38,31.94,31.94,0,0
MY,Malaysia,-6,-2,-6,-7,2,2,12/03/2020,Malay,MYS,0,,0,,1,0,2,1,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,2,1,,1,0,27.78,27.78,33.57,33.57,30.95,30.95,36.11,36.11,0,0
MY,Malaysia,-5,1,-5,-2,4,1,13/03/2020,Malay,MYS,0,,0,,1,0,2,1,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,2,1,,1,0,27.78,27.78,33.57,33.57,30.95,30.95,36.11,36.11,0,0
MY,Malaysia,-9,-1,0,-1,-3,2,14/03/2020,Malay,MYS,1,1,0,,1,0,2,1,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,2,1,,1,0,31.48,31.48,40.71,40.71,33.33,33.33,38.89,38.89,0,0
MY,Malaysia,-10,-3,6,-2,-9,2,15/03/2020,Malay,MYS,1,1,0,,1,0,2,1,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,2,1,,2,0,31.48,31.48,40.71,40.71,33.33,33.33,38.89,38.89,0,0
MY,Malaysia,-3,25,7,-4,-11,2,16/03/2020,Malay,MYS,1,1,0,,1,0,2,1,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,2,1,,4,0,31.48,31.48,40.71,40.71,33.33,33.33,38.89,38.89,0,0
MY,Malaysia,-5,30,-5,3,-11,1,17/03/2020,Malay,MYS,1,1,0,,1,0,2,1,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,2,1,,5,0,31.48,31.48,40.71,40.71,33.33,33.33,38.89,38.89,0,0
MY,Malaysia,-56,-14,-32,-36,-50,23,18/03/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,0,,0,0,0,2,1,1,2,0,0,2,1,,6,2,73.15,73.15,82.14,82.14,60.12,60.12,70.14,70.14,0,0
MY,Malaysia,-67,-24,-45,-58,-56,30,19/03/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,0,,0,0,0,2,1,1,2,0,0,2,1,,7,2,73.15,73.15,82.14,82.14,60.12,60.12,70.14,70.14,0,0
MY,Malaysia,-72,-30,-56,-71,-59,35,20/03/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,0,,0,0,0,2,1,1,2,0,0,2,1,,9,2,73.15,73.15,82.14,82.14,60.12,60.12,70.14,70.14,0,0
MY,Malaysia,-77,-39,-65,-75,-55,32,21/03/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,0,,0,0,0,2,1,1,2,0,0,2,1,,1,2,73.15,73.15,82.14,82.14,60.12,60.12,70.14,70.14,0,0
MY,Malaysia,-83,-62,-68,-81,-55,31,22/03/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,0,,0,0,0,2,1,1,2,0,0,2,1,,1,4,73.15,73.15,82.14,82.14,60.12,60.12,70.14,70.14,0,0
MY,Malaysia,-78,-49,-57,-78,-69,38,23/03/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,0,,0,0,0,2,1,1,2,0,0,2,1,,1,1,73.15,73.15,82.14,82.14,60.12,60.12,70.14,70.14,0,0
MY,Malaysia,-78,-47,-57,-78,-68,37,24/03/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,0,,0,0,0,2,1,1,2,0,0,2,1,,1,1,73.15,73.15,82.14,82.14,60.12,60.12,70.14,70.14,0,0
MY,Malaysia,-76,-42,-56,-77,-67,37,25/03/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,0,,0,0,0,2,1,1,2,0,0,2,1,,1,1,73.15,73.15,82.14,82.14,60.12,60.12,70.14,70.14,0,0
MY,Malaysia,-76,-43,-57,-77,-67,38,26/03/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,0,,0,0,0,2,1,1,2,0,0,2,1,,1,1,73.15,73.15,82.14,82.14,60.12,60.12,70.14,70.14,0,0
MY,Malaysia,-77,-43,-62,-80,-64,39,27/03/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,0,,0,57800000000,0,2,1,1,2,346650000,0,2,1,,2,2,73.15,73.15,82.14,82.14,60.12,60.12,70.14,70.14,0,0
MY,Malaysia,-80,-52,-68,-81,-56,35,28/03/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,0,,0,0,0,2,1,1,2,0,0,2,1,,2,2,73.15,73.15,82.14,82.14,60.12,60.12,70.14,70.14,0,0
MY,Malaysia,-81,-58,-68,-83,-52,31,29/03/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,0,,0,0,0,2,1,1,2,0,0,2,1,,2,2,73.15,73.15,82.14,82.14,60.12,60.12,70.14,70.14,0,0
MY,Malaysia,-76,-46,-57,-79,-65,37,30/03/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,0,,0,0,0,2,1,1,2,0,0,2,1,,2,3,73.15,73.15,82.14,82.14,60.12,60.12,70.14,70.14,0,0
MY,Malaysia,-76,-45,-57,-78,-65,36,31/03/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,0,,0,0,0,2,1,1,2,0,0,2,1,,2,3,73.15,73.15,82.14,82.14,60.12,60.12,70.14,70.14,0,0
MY,Malaysia,-77,-48,-57,-79,-65,36,01/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,0,,2,0,0,2,1,1,2,0,0,2,1,,2,4,73.15,73.15,82.14,82.14,67.26,67.26,70.14,70.14,50,50
MY,Malaysia,-77,-48,-58,-79,-65,39,02/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,0,,2,0,0,2,1,1,2,0,0,2,1,,2,4,73.15,73.15,82.14,82.14,67.26,67.26,70.14,70.14,50,50
MY,Malaysia,-78,-49,-62,-82,-63,40,03/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,0,,2,0,0,2,1,1,2,0,0,2,1,,3,5,73.15,73.15,82.14,82.14,67.26,67.26,70.14,70.14,50,50
MY,Malaysia,-81,-55,-69,-83,-55,36,04/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,0,,2,0,0,2,1,1,2,0,0,2,1,,3,5,73.15,73.15,82.14,82.14,67.26,67.26,70.14,70.14,50,50
MY,Malaysia,-81,-58,-68,-84,-51,31,05/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,0,,2,0,0,2,1,1,2,0,0,2,1,,3,5,73.15,73.15,82.14,82.14,67.26,67.26,70.14,70.14,50,50
MY,Malaysia,-75,-44,-57,-79,-64,37,06/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,1,2,0,0,2,1,,3,6,73.15,73.15,82.14,82.14,70.83,70.83,70.14,70.14,75,75
MY,Malaysia,-75,-43,-57,-79,-65,36,07/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,57000000000,0,2,1,1,2,0,0,2,1,,3,6,73.15,73.15,82.14,82.14,70.83,70.83,70.14,70.14,75,75
MY,Malaysia,-76,-44,-57,-79,-65,37,08/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,3,6,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-74,-42,-58,-79,-64,38,09/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,4,6,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-77,-46,-62,-82,-63,40,10/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,4,6,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-78,-49,-68,-82,-53,35,11/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,4,7,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-80,-55,-67,-83,-50,31,12/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,4,7,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-73,-41,-56,-78,-62,36,13/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,4,7,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-74,-44,-56,-78,-63,36,14/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,4,7,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-76,-46,-57,-79,-63,38,15/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,4,8,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-79,-42,-54,-77,-63,39,16/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,5,8,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-81,-44,-59,-80,-61,40,17/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,5,8,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-84,-56,-69,-82,-53,36,18/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,5,8,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-84,-58,-68,-83,-49,31,19/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,5,8,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-78,-45,-56,-78,-61,36,20/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,5,8,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-78,-44,-56,-77,-61,35,21/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,5,8,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-79,-44,-56,-77,-60,36,22/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,5,9,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-75,-37,-56,-76,-60,36,23/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,5,9,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-81,-44,-63,-82,-61,40,24/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,5,9,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-83,-50,-69,-82,-51,35,25/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,5,9,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-83,-54,-68,-83,-49,31,26/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,5,9,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-78,-42,-56,-78,-58,36,27/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,5,9,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-78,-42,-56,-77,-59,34,28/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,5,9,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-78,-41,-55,-76,-58,34,29/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,5,1,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-76,-33,-56,-73,-56,35,30/04/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,5,1,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-79,-35,-63,-78,-70,41,01/05/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,6,1,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-80,-41,-67,-75,-45,33,02/05/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,6,1,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-80,-45,-66,-77,-44,29,03/05/2020,Malay,MYS,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,6,1,73.15,73.15,82.14,82.14,75.6,75.6,75.69,75.69,75,75
MY,Malaysia,-70,-26,-53,-66,-45,29,04/05/2020,Malay,MYS,3,1,2,1,2,1,2,1,,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,6,1,69.44,69.44,78.57,78.57,73.21,73.21,72.92,72.92,75,75
MY,Malaysia,-68,-23,-52,-64,-45,28,05/05/2020,Malay,MYS,3,1,2,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,6,1,69.44,69.44,78.57,78.57,73.21,73.21,72.92,72.92,75,75
MY,Malaysia,-66,-18,-50,-61,-44,27,06/05/2020,Malay,MYS,3,1,2,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,6,1,69.44,69.44,78.57,78.57,73.21,73.21,72.92,72.92,75,75
MY,Malaysia,-64,-15,-50,-64,-59,32,07/05/2020,Malay,MYS,3,1,2,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,6,1,69.44,69.44,78.57,78.57,73.21,73.21,72.92,72.92,75,75
MY,Malaysia,-65,-19,-53,-62,-39,28,08/05/2020,Malay,MYS,3,1,2,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,6,1,69.44,69.44,78.57,78.57,73.21,73.21,72.92,72.92,75,75
MY,Malaysia,-66,-23,-59,-61,-31,25,09/05/2020,Malay,MYS,3,1,2,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,6,1,69.44,69.44,78.57,78.57,73.21,73.21,72.92,72.92,75,75
MY,Malaysia,-65,-26,-58,-62,-33,21,10/05/2020,Malay,MYS,3,1,2,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,6,1,69.44,69.44,78.57,78.57,73.21,73.21,72.92,72.92,75,75
